ds,y,random,trend_act,resid_act,seasonal_act,resid_act_rnd,trend_act_rnd,season_act_rnd,simulated,deviation
2022-03-01T00:00:00.000+0000,1848,-33,2066.542758993105,1.6983597013095277,-220.24111869441455,25.698359701309528,2100.542758993105,-169.24111869441455,3007,1.0411255411255411
2022-03-02T00:00:00.000+0000,2284,44,2035.9149670747283,109.76832275535253,138.31671016991908,45.76832275535253,1938.9149670747283,201.31671016991908,3313,0.9763572679509632
2022-03-03T00:00:00.000+0000,1973,-96,2006.1353641447536,-121.85326254048573,88.71789839573226,-139.85326254048573,1916.1353641447536,63.71789839573226,2827,0.883933096806893
2022-03-04T00:00:00.000+0000,1711,129,1977.1122067798924,36.731143520123624,-302.8433503000159,80.73114352012362,2033.1122067798924,-351.8433503000159,2974,1.1052016364699007
2022-03-05T00:00:00.000+0000,1669,160,1948.9402731016312,-23.84556417951785,-256.0947089221134,-65.84556417951785,1896.9402731016312,-160.0947089221134,2914,1.097064110245656
2022-03-06T00:00:00.000+0000,2331,-145,1921.7154394690904,89.78494332705509,319.49961720385454,-0.21505667294491104,1900.7154394690904,225.49961720385454,3064,0.8498498498498499
2022-03-07T00:00:00.000+0000,1992,-193,1895.4436195583348,-96.52238846138744,193.07876890305258,-176.52238846138744,1834.4436195583348,280.0787689030526,2828,0.876004016064257
2022-03-08T00:00:00.000+0000,1654,44,1871.0051423056773,-77.11890081791285,-139.88624148776447,-169.11890081791285,1816.0051423056773,-81.88624148776447,2692,0.9727932285368803
2022-03-09T00:00:00.000+0000,1828,120,1858.3582565996378,-142.0074028831027,111.64914628346502,-63.00740288310271,1764.3582565996378,102.64914628346502,3007,1.052516411378556
2022-03-10T00:00:00.000+0000,2060,-117,1850.5016728194278,140.37156856456318,69.12675861600914,109.37156856456318,1819.5016728194278,109.12675861600914,3004,0.9325242718446602
2022-03-11T00:00:00.000+0000,1505,62,1846.7110484596762,-55.06830158715343,-286.64274687252276,-50.06830158715343,1830.7110484596762,-229.64274687252276,2696,1.0717607973421928
2022-03-12T00:00:00.000+0000,1638,-38,1844.7087482494555,52.6684182947115,-259.377166544167,-11.3315817052885,1939.7087482494555,-165.37716654416698,2808,1.0531135531135531
2022-03-13T00:00:00.000+0000,2026,-171,1840.5933647598872,-99.29971381831183,284.70634905842473,-114.29971381831183,1771.5933647598872,284.70634905842473,2854,0.8741362290227048
2022-03-14T00:00:00.000+0000,2130,-17,1827.810243289121,121.18153957667027,181.00821713420862,118.18153957667027,1918.810243289121,209.00821713420862,3312,1.0464788732394366
2022-03-15T00:00:00.000+0000,1882,-160,1804.6822141545415,140.54710435303673,-63.22931850757821,140.54710435303673,1741.6822141545415,-21.229318507578213,2784,0.9038257173219979
2022-03-16T00:00:00.000+0000,1825,-64,1773.860726572565,-34.803227008648264,85.94250043608336,-71.80322700864826,1805.860726572565,-9.057499563916636,2744,0.9101369863013699
2022-03-17T00:00:00.000+0000,1835,103,1737.8350591316553,49.38098787654235,47.78395299180249,25.38098787654235,1803.8350591316553,113.7839529918025,3129,1.1149863760217984
2022-03-18T00:00:00.000+0000,1440,-5,1697.1230717460446,12.584486185643073,-269.70755793168775,-23.415513814356927,1687.1230717460446,-357.70755793168775,2384,0.9034722222222222
2022-03-19T00:00:00.000+0000,1361,-83,1653.3811583349043,-32.142291869590736,-260.23886646531355,-71.14229186959074,1615.3811583349043,-215.23886646531355,2329,0.9155033063923586
2022-03-20T00:00:00.000+0000,1788,-5,1610.136948833403,-72.73090793046208,250.59395909705904,-94.73090793046208,1655.136948833403,254.59395909705904,2893,1.012304250559284
2022-03-21T00:00:00.000+0000,1767,143,1574.842113627176,25.15642654681028,167.00145982601367,-69.84357345318972,1474.842113627176,69.00145982601367,2700,0.9151103565365025
2022-03-22T00:00:00.000+0000,1456,171,1551.6161166040374,-113.77179913865257,18.15568253461504,-85.77179913865257,1589.6161166040374,-7.844317465384961,2750,1.1449175824175823
2022-03-23T00:00:00.000+0000,1611,-36,1538.8181625683173,1.1462611425856721,71.03557628909698,80.14626114258567,1526.8181625683173,-14.96442371090302,2639,0.9658597144630664
2022-03-24T00:00:00.000+0000,1472,-89,1538.3650561045206,-80.92412730436149,14.559071199840856,-108.92412730436149,1550.3650561045206,-5.440928800159144,2430,0.9150815217391305
2022-03-25T00:00:00.000+0000,1247,147,1549.534152952841,-58.05631337145951,-244.4778395813814,27.94368662854049,1593.534152952841,-206.4778395813814,2645,1.252606255012029
2022-03-26T00:00:00.000+0000,1272,31,1567.6703576694754,-37.11572147214838,-258.55463619732694,20.88427852785162,1552.6703576694754,-161.55463619732694,2526,1.134433962264151
2022-03-27T00:00:00.000+0000,1892,-64,1588.2326584949967,72.23613487892749,231.53120662607571,138.2361348789275,1616.2326584949967,198.53120662607571,2972,0.9984143763213531
